Unnamed: 0,Questions,Correct,A,B,C,D
1150,"Who is given credit for inventing the neon light?
",Georges Claude,Peter Hewitt,Georges Claude,William Coolidge,Thomas Alva Edison
1125,"Which country in Europe had the first large permanent military force in Europe?
",Spain,Sweden,Prussia,Spain,France
1591,"Ink changes its color on different paper.
",True,False,True,,
906,"Mark Bellhorn hit a home run from each side of the plate in a single inning.  Who is the other switch hitter to have accomplished this feat?
",Carlos Baerga,Chipper Jones,Carlos Baerga,Ruben Sierra,Jorge Posada
2714,"Of what descent was Gwyneth Paltrows father?
",Jewish,All of these,Polish,Jewish,Finnish
613,"This concept, developed by Alfred Hitchcock, is described as a plot device that motivates the characters and advances the story.
",The MacGuffin,The MacPhail,The MacGuffin,The Catalyst,The Plot Twister
464,"When did Americas military actions in Korea first begin?
",1871,1951,1871,1950,1958
898,"Which villain on the TV series “Batman” was portrayed by the greatest number of actors?
",Mr. Freeze,Mr. Freeze,The Riddler,Black Mask,The Joker
1214,"Seattle was named after the Native American chief Seattle who belonged to what tribe?
",The Suquamish,The Navajo,The Suquamish,The Cree,The Cheyenne
641,"This Italian poet, considered one of the fathers of the Renaissance, is also regarded as the father of alpinism.
",Petrarch,Castiglione,Machiavelli,Petrarch,Dante
3876,"Which of these characters of the X-Men series is the only person whom Rogue can touch and not absorb his/her powers?
",Sauron,Cyclops,Storm,Gambit,Sauron
3457,"Which is the largest body of freshwater in Australia?
",Lake Argyle,Lake Torrens,Lake Argyle,Lake Eyre,Lake Gordon
1605,"Tom Hanks co-starred in the TV program Bosom Buddies with this fine actor/juggler.
",Peter Scolari,Christopher Knight,Peter Scolari,Steve Zahn,Tom Everett Scott
2435,"Amerigo Vespucci was born on March 9, 1454.
",True,True,False,,
1687,"Who did Tom Hanks portray in the 1995 film Apollo 13?
",Jim Lovell,Gene Kranz,Buzz Aldrin,Jim Lovell,Pete Conrad
1919,"Who is the first US President born on the 4th of July?
",Calvin Coolidge,Calvin Coolidge,Rutherford Hayes,James Garfield,Woodrow Wilson
174,"WWE wrestler Triple H is the brother of Stephanie McMahon.
",False,True,False,,
870,"In the novel The Catcher in the Rye, Holden drops by to see his former English teacher, Mr. Antolini, who offers him advice and a place to sleep. Holden is upset when he wakes up in the middle of the night to find Mr. Antolini doing which of the following?
",patting Holdens head,holding Holdens hand,drinking heavily,ransacking Holdens luggage,patting Holdens head
26,"Rakia is a strong alcoholic drink made of various fruits, usually grapes, plums or apricots.
",Bulgaria,Finland,Hungary,Russia,Bulgaria
1838,"Did Isaac Newton formulate the famous equation E=mc²?
",No,No,Yes,,
2172,"Name the actor on Sanford and Son who played Freds friend, Grady Wilson?
",Whitman Mayo,Wilson  Bexley,Don Bexley,Whitman Mayo,Bubba Bexley
2158,"How did Jim West and Artemus Gordon travel around the country on the TV show The Wild Wild West?
",Private Train,Model T,Private Train,Horseback,Steamboat
2367,"What is the color of A.C. Milans home jersey?
",red and black stripes,all white,green and yellow,red and black stripes,all black
2382,"What is the stage name of Jean-Baptiste Poquelin, the 17th century satirical author and actor who is considered to be the father of French comedy.
",Molière,Molière,Jean-Paul Sartre,Stendhal,None of these
112,"What is the name of the Italian plumber, thats also the mascot of Nintendo?
",Mario,Luigi,Donkey Kong,Sonic,Mario
833,"I kinda like fryin up my sad cuisine is an actual Steely Dan lyric.
",True,False,True,,
1319,"Pittsburgh is known as three of these alternative names. Which is the odd one?
",Quaker City,Iron City,City of Bridges,Quaker City,Steel City
2262,"Bill Lear, the developer of the Lear Jet, named his daughter Shanda Lear.
",True,True,False,,
1424,"In the 1997 Quentin Tarantino movie Jackie Brown, Sid Haig came out of retirement and played the judge. Was this role written specifically for Haig?
",Yes,No,Yes,,
2957,"Christianity is not the main religion in this country.
",Sri Lanka,Armenia,Uruguay,Sri Lanka,East Timor
3018,"Find the correct statement about Stella Adler.
",She was born in NYC and died in 1997 in NYC.,She was born in Russia and died in 2001 in Los Angeles.,"She was born in London and died in 1997 in Evanston, Illinois.",She was born in NYC and died in 1997 in NYC.,"She was born in Gottingen, Germany and died in 2001 in Chicago."
2593,"A reference is made to Georges aunt on the TV show Seinfeld. What was her name?
",Baby,Baby,Shelly,Pauline,Carla
3266,"What Nobel Prize and Pulitzer Prize-winning American author wrote the 1932 novel Light in August?
",William Faulkner,William Burroughs,Harper Lee,Ken Kesey,William Faulkner
532,"In Blackjack what card combination is called Blackjack?
",An ace and a card with value 10,Any card combination with total value of 21,An ace and a card with value 10,An ace and a jack,Two aces
674,"Which of the following brands of beer is not German and is manufactured in an Asian country?
",Kirin,Jever,Veltins,Holsten,Kirin
1328,"This cat breed has a wild markings and is a crossbreed between an Asian Leopard Cat and a domestic cat.
",Bengal,Bengal,Ocicat,Savannah,California Spangled Cat
2503,"What was the name of Rosss monkey on the sitcom Friends?
",Marcel,Lucy,Emma,Marcel,Ben
1911,"A specimen of these pets managed to kill 28,899 other animals. What a murderer! :)
",Cats,Donkeys,Cats,Dogs,Fish
226,"What was the last # 1song by The Beatles to hit the U.S charts?
",Long And Winding Road,Hey Jude,Get Back,Long And Winding Road,Ticket To Ride
497,"What year was 7 Up first marketed as 100% Natural?
",2006,2006,2003,2005,2004
1833,"Although 1946s Magnificent Doll was really more about the First Lady than the President, the movie featured Burgess Meredith as this President.
",James Madison,Benjamin Franklin,Thomas Jefferson,James Madison,James Monroe
4559,"What type of food is the Pavlova, very popular in Australia and New Zealand?
",Dessert,Dessert,Stew,Soup,Salad
5387,"Booze and ladies keep me right as long as we can make it to the show tonight , bragged this band.  What band was an  American Band  coming to your town, we will help you party down ?
",Grand Funk,Great White,Rolling Stones,G.T.O.s,Grand Funk
612,"Name the two actors who co-starred with Raquel Welch in the 1968 western Bandolero!?
",Jimmy Stewart and Dean Martin,Jimmy Stewart and John Wayne,John Wayne and Dean Martin,Dean Martin and Jerry Lewis,Jimmy Stewart and Dean Martin
880,"What was the name of Nero Wolfes fictional chef who lived in the basement of Wolfes brownstone and also served as majordomo and butler?
",Fritz Brenner,Nathaniel Parker,Archie Goodwin,Theodore Horstmann,Fritz Brenner
2163,"What plant symbolized the love between Andie and Benjamin in the 2003 romantic comedy How to Lose a Guy in 10 Days?
",Fern,Fern,Geranium,Thornapple,Rose
88,"This Grammy-winning American songwriter and singer released her most successful single, At Seventeen in 1975, a song about teenage fears and anxiety.
",Janis Ian,Jean Knight,Phoebe Snow,Melba Moore,Janis Ian
166,"Complete this line from the book Green Eggs and Ham:
",do not like them in a box! I do not like them with a _____!,Fox,Dog with Chicken Pox,Bag of Rocks,Clock
62,"This is one of the most widely used religious symbols. It is generally used for protection. Even though it is often associated with witchcraft, it was also used in Christianity, symbolizing the five wounds of Christ.
",Pentagram,Hazel,Sword,Pentagram,Chalice
3707,"What word/phrase did the Waco Kid say that he started to hear in his sleep in the movie Blazing Saddles?
",Draw,Draw,Youre Dead,Stick Em Up,Reach for It  Mister
794,"What was the name of the famous market place in Athens?
",Agora,Acropolis,Agora,Academia,Lyceum
713,"This Tracy, who was a cast member of Saturday Night Live, played recurring characters such as Dominican Lou, Mrs. Parker, Reggie Owens, Captain Munclair Vanderhousen III, and Tate Witherspoon.
",Tracy Morgan,Tracy Bergman,Tracy McGrady,Tracy Morgan,Tracy Austin
304,"In which city does the movie Dreamgirls begin?
",Detroit,New York City,Los Angeles,Chicago,Detroit
332,"How many feet are in a mile?
",5280,1770,1000,1665,5280
1903,"The United States Constitution and the United States Bill of Rights were adopted at the same time.
",False,False,True,,
2116,"Bart and Milhouse from the animated show The Simpsons are friends.
",True,True,False,,
887,"The Antarctic ozone hole reached one of its largest ever sizes in September 2000 when it was 11.5 million square miles (29,784,863 square km).
",True,False,True,,
4609,"Which of the two male members of the Fugees has Lauryn hill dated?
",Wyclef Jean,Wyclef Jean,Neither of them,Pras Michel,Both of them
2411,"This director, who made 1986s Down and Out in America and 1976s The Stronger, was blacklisted in 1951 by the House Un-American Activities Committee.
",Lee Grant,Ed Wood,Gore Verbinski,Paul Greengrass,Lee Grant
1288,"George W. Bush, who became U.S. President in 2001, was born in which city?
","New Haven, Connecticut, USA","Midland, USA","Houston, Texas, USA","Washington DC, USA","New Haven, Connecticut, USA"
4614,"On the TV show Days of Our Lives, Kates wedding dress was covered in blood and she let out a horrible scream.
",True,False,True,,
4057,"When did the TV show Hawaii Five-O originally air?
",1968-1980,1968-1979,1968-1980,1967-1978,1968-1980
1001,"Which of these authors lived her entire life as part of a close-knit family and was educated mainly by her father and older brothers?
",Jane Austen,None of these,Jane Austen,Astrid Lindgren,Agatha Christie
1000,"Milla Jovovich went to high school with which of the following?
",Christina Applegate,Angelina Jolie,Reese Witherspoon,Christina Applegate,Christina Aguilera
1110,"The Doll Who Ate His Mother
",Ramsey Campbell,Chucky,Ramsey Campbell,Clive Barker,Jack Kerouac
37,"This red-haired TV character was the wife of Fred and the mother of Pebbles.
",Wilma Flintstone,Carrie Fisher,Betty Rubble,Wilma Flintstone,June Cleaver
67,"Come on, comrades! Up to the rooftop! Go!
", Get that flag up! Berlin is ours!,Call of Duty,Medal of Honor,Call of Duty,Hidden and Dangerous 2
4167,"What was The Pussycat Dollss debut single, recorded in 2004?
",Sway,Dont Cha,Flirt,Sway,We Went as Far as We Felt Like Going
921,"How did Mork drink on the Mork and Mindy sitcom?
",With his finger,With his mouth,With his finger,With his nose,With his elbow
80,"What French monarch was known as the Sun King?
",Louis XIV,Louis X,Charles VII,Louis XIV,Henry III
444,"In golf, this type of shot is the first shot played from a teeing ground and is usually made with a driver.
",tee shot,chip,bunker shot,tee shot,flop
2107,"In 1962 John Steinbeck published Travels with Charley: In Search of America. Who was Charley?
",Steinbecks pet poodle,Steinbecks pet poodle,Steinbecks son from his marriage to Edith Wharton,"Steinbecks wife, Charlotta Pierce","Steinbecks best friend, Charles Kuralt"
1681,"What political leader do these words of wisdom belong to: We make a living by what we get, but we make a life by what we give.?
",Winston Churchill,Tony Blair,Winston Churchill,John F. Kennedy,Ronald Reagan
3308,"What nickname was given to English rock band The Rolling Stones?
",The Greatest Rock and Roll Band in the World,The Monsters,The Rock and Roll Royalty,None of these,The Greatest Rock and Roll Band in the World
2267,"Freedom came my way one day
","d I started out of town, yeah!",l of a sudden I saw Sheriff John Brown,"ming to shoot me down,", I shot - I shot - I shot him down and I say:,.
3050,"Which of the following movies, starring Richard Burton, was filmed in Puerto Vallarta?
",The Night of the Iguana,Anne of the Thousand Days,Bluebeard,The Night of the Iguana,Ice Palace
350,"Which American actress received her 13th Academy Award nomination in 2003?
",Meryl Streep,Katherine Hepburn,Joan Crawford,Meryl Streep,Bette Davis
922,"Apart from the American cockroach, what other cockroach species is among the best-known pests?
",All of these,Oriental cockroach,Asian cockroach,German cockroach,All of these
551,"In the 2005 hurricane season, there were 13 hurricanes of the overall number of 27 registered storms, which broke the record of 12, set in 1969.
",False,False,True,,
